date,demand,temp
2017-04-01,1.4568050000000001,7.8
2017-04-02,1.3837059999999999,14.4
2017-04-03,1.485824,20.6
2017-04-04,1.52108,16.7
2017-04-05,1.508921,21.1
2017-04-06,1.539072,18.3
2017-04-07,1.680532,3.9
2017-04-08,1.44437,14.4
2017-04-09,1.366101,22.2
2017-04-10,1.5681829999999999,26.1
2017-04-11,1.5390160000000002,20.6
2017-04-12,1.511605,18.3
2017-04-13,1.505948,15.0
2017-04-14,1.449446,22.8
2017-04-15,1.433432,27.2
2017-04-16,1.379225,23.9
2017-04-17,1.5345,19.4
2017-04-18,1.5480630000000002,21.7
2017-04-19,1.584076,22.8
2017-04-20,1.742996,25.0
2017-04-21,1.582446,20.6
2017-04-22,1.3448209999999998,12.2
2017-04-23,1.378433,20.0
2017-04-24,1.4745039999999998,17.2
2017-04-25,1.5107760000000001,18.3
2017-04-26,1.656488,25.6
2017-04-27,1.7360920000000002,27.2
2017-04-28,1.589269,22.2
2017-04-29,1.5062840000000002,22.8
2017-04-30,1.733264,30.6
2017-05-01,1.799831,26.7
2017-05-02,1.466781,16.1
2017-05-03,1.4542650000000001,15.0
2017-05-04,1.485579,18.9
2017-05-05,1.553201,21.7
2017-05-06,1.354418,8.9
2017-05-07,1.316033,13.3
2017-05-08,1.467857,13.9
2017-05-09,1.517788,18.3
2017-05-10,1.5527929999999999,21.7
2017-05-11,1.507368,15.0
2017-05-12,1.491913,13.9
2017-05-13,1.3431469999999999,18.9
2017-05-14,1.326129,21.1
2017-05-15,1.557856,21.1
2017-05-16,1.763827,28.3
2017-05-17,2.1357269999999997,30.6
2017-05-18,2.203919,28.9
2017-05-19,2.19619,26.7
2017-05-20,1.628122,21.7
2017-05-21,1.583361,23.9
2017-05-22,1.652955,18.9
2017-05-23,1.626793,22.2
2017-05-24,1.606721,19.4
2017-05-25,1.5875380000000001,18.3
2017-05-26,1.548065,19.4
2017-05-27,1.426433,21.7
2017-05-28,1.592935,25.6
2017-05-29,1.673584,25.6
2017-05-30,1.89283,25.6
2017-05-31,1.813476,23.9
2017-06-01,1.716853,22.8
2017-06-02,1.701065,25.0
2017-06-03,1.718168,26.7
2017-06-04,1.587261,27.2
2017-06-05,1.828748,23.9
2017-06-06,1.5616510000000001,17.8
2017-06-07,1.534492,18.9
2017-06-08,1.584768,21.1
2017-06-09,1.72885,25.0
2017-06-10,1.888616,28.3
2017-06-11,2.122358,29.4
2017-06-12,2.445506,30.6
2017-06-13,2.5621959999999997,32.8
2017-06-14,2.439972,30.0
2017-06-15,2.469179,28.3
2017-06-16,2.290928,27.8
2017-06-17,2.295928,30.6
2017-06-18,2.32091,30.6
2017-06-19,2.100051,26.1
2017-06-20,1.93794,24.4
2017-06-21,2.0875079999999997,26.1
2017-06-22,2.4265630000000002,29.4
2017-06-23,2.054192,24.4
2017-06-24,1.912185,26.1
2017-06-25,1.670592,23.9
2017-06-26,1.734501,22.8
2017-06-27,1.6279590000000002,20.0
2017-06-28,1.755394,23.3
2017-06-29,2.237992,29.4
2017-06-30,2.348161,28.3
2017-07-01,2.1140790000000003,27.2
2017-07-02,2.143357,28.3
2017-07-03,2.269656,28.9
2017-07-04,2.186435,28.3
2017-07-05,2.488531,31.1
2017-07-06,2.3340639999999997,26.7
2017-07-07,2.2422150000000003,26.7
2017-07-08,1.809057,25.6
2017-07-09,1.831357,25.6
2017-07-10,1.973757,26.1
2017-07-11,2.274955,27.2
2017-07-12,2.40964,30.6
2017-07-13,2.145588,25.0
2017-07-14,2.374282,28.9
2017-07-15,2.0043830000000002,25.6
2017-07-16,2.133632,27.2
2017-07-17,2.480444,28.9
2017-07-18,2.555597,30.6
2017-07-19,2.6820619999999997,31.7
2017-07-20,2.6290109999999998,30.6
2017-07-21,2.5627649999999997,30.6
2017-07-22,1.998064,25.6
2017-07-23,2.0840929999999998,26.7
2017-07-24,2.180855,26.1
2017-07-25,1.907687,23.9
2017-07-26,2.191017,26.7
2017-07-27,2.3373850000000003,27.8
2017-07-28,2.17989,26.7
2017-07-29,1.703824,25.0
2017-07-30,2.012543,28.9
2017-07-31,2.283914,28.3
2017-08-01,2.348052,28.9
2017-08-02,2.430144,28.3
2017-08-03,2.46141,28.9
2017-08-04,2.389462,28.3
2017-08-05,1.632335,23.3
2017-08-06,1.588527,23.9
2017-08-07,1.711005,21.7
2017-08-08,1.8707770000000001,24.4
2017-08-09,2.019709,27.2
2017-08-10,1.960458,25.0
2017-08-11,2.149789,26.7
2017-08-12,1.915199,25.0
2017-08-13,1.853773,25.0
2017-08-14,2.070468,26.1
2017-08-15,2.394234,28.9
2017-08-16,2.408242,28.9
2017-08-17,2.5343139999999997,30.6
2017-08-18,2.420764,28.9
2017-08-19,2.12038,27.8
2017-08-20,2.0944209999999996,27.8
2017-08-21,2.4328440000000002,29.4
2017-08-22,2.441769,28.9
2017-08-23,1.9091369999999999,24.4
2017-08-24,1.80843,23.3
2017-08-25,1.692776,22.2
2017-08-26,1.59521,23.3
2017-08-27,1.714869,25.6
2017-08-28,1.8336810000000001,23.9
2017-08-29,1.845325,23.9
2017-08-30,1.9113019999999998,25.0
2017-08-31,1.913172,24.4
2017-09-01,1.530577,16.7
2017-09-02,1.378222,18.9
2017-09-03,1.411513,22.2
2017-09-04,1.751147,26.7
2017-09-05,1.78551,23.9
2017-09-06,1.62996,20.6
2017-09-07,1.558548,17.8
2017-09-08,1.69206,20.0
2017-09-09,1.380219,20.0
2017-09-10,1.406048,20.6
2017-09-11,1.5535809999999999,22.2
2017-09-12,1.5895519999999999,21.7
2017-09-13,1.883444,25.6
2017-09-14,1.705042,21.1
2017-09-15,1.715492,22.8
2017-09-16,1.726342,26.1
2017-09-17,1.844633,26.7
2017-09-18,2.105203,27.8
2017-09-19,2.170859,28.9
2017-09-20,2.118439,27.2
2017-09-21,2.2473319999999997,30.0
2017-09-22,2.188834,30.0
2017-09-23,2.05146,31.7
2017-09-24,2.225815,31.7
2017-09-25,2.415893,30.6
2017-09-26,2.462332,31.1
2017-09-27,2.450752,32.2
2017-09-28,1.766319,22.2
2017-09-29,1.564349,21.7
2017-09-30,1.348666,16.7
2017-10-01,1.400632,20.0
2017-10-02,1.572281,23.9
2017-10-03,1.68069,25.6
2017-10-04,1.7934169999999998,26.7
2017-10-05,1.682383,22.2
2017-10-06,1.6691479999999999,21.7
2017-10-07,1.730145,27.8
2017-10-08,1.631389,23.9
2017-10-09,1.8573579999999998,24.4
2017-10-10,1.9680799999999998,26.1
2017-10-11,1.8436700000000001,24.4
2017-10-12,1.672455,20.0
2017-10-13,1.6502059999999998,23.3
2017-10-14,1.593536,25.6
2017-10-15,1.613608,23.9
2017-10-16,1.482566,14.4
2017-10-17,1.509952,16.7
2017-10-18,1.5576759999999998,21.1
2017-10-19,1.567796,21.1
2017-10-20,1.559137,22.2
2017-10-21,1.424744,23.9
2017-10-22,1.470913,24.4
2017-10-23,1.5572570000000001,18.9
2017-10-24,1.476599,15.0
2017-10-25,1.562279,7.2
2017-10-26,1.55979,11.7
2017-10-27,1.5418900000000002,21.7
2017-10-28,1.44788,13.3
2017-10-29,1.5224849999999999,6.1
2017-10-30,1.606327,7.8
2017-10-31,1.6050689999999999,6.7
2017-11-01,1.605096,7.8
2017-11-02,1.548613,20.0
2017-11-03,1.555941,17.8
2017-11-04,1.4153019999999998,15.6
2017-11-05,1.45588,20.6
2017-11-06,1.558967,15.0
2017-11-07,1.675368,3.9
2017-11-08,1.624239,9.4
2017-11-09,1.61755,11.1
2017-11-10,1.729702,5.0
2017-11-11,1.60769,2.2
2017-11-12,1.5752840000000001,7.8
2017-11-13,1.670913,7.2
2017-11-14,1.679623,6.7
2017-11-15,1.6818140000000001,8.3
2017-11-16,1.703804,8.3
2017-11-17,1.644615,6.1
2017-11-18,1.558203,15.0
2017-11-19,1.633644,8.9
2017-11-20,1.68002,5.6
2017-11-21,1.5998620000000001,13.3
2017-11-22,1.688845,8.9
2017-11-23,1.518615,3.9
2017-11-24,1.5272919999999999,11.7
2017-11-25,1.485638,12.2
2017-11-26,1.570335,6.7
2017-11-27,1.626236,11.1
2017-11-28,1.614354,17.8
2017-11-29,1.6498499999999998,12.8
2017-11-30,1.639387,16.7
2017-12-01,1.613942,8.9
2017-12-02,1.59051,7.8
2017-12-03,1.583296,12.8
2017-12-04,1.6628219999999998,15.0
2017-12-05,1.7003949999999999,13.3
2017-12-06,1.726909,6.7
2017-12-07,1.801228,2.8
2017-12-08,1.814725,-1.7
2017-12-09,1.683743,2.2
2017-12-10,1.750998,0.6
2017-12-11,1.795753,3.9
2017-12-12,1.943157,6.1
2017-12-13,1.949377,-3.9
2017-12-14,1.9048040000000002,0.6
2017-12-15,1.899583,-1.7
2017-12-16,1.681136,6.7
2017-12-17,1.7074559999999999,5.6
2017-12-18,1.777204,7.2
2017-12-19,1.691552,12.2
2017-12-20,1.760251,7.2
2017-12-21,1.754056,5.0
2017-12-22,1.625131,13.3
2017-12-23,1.624756,12.8
2017-12-24,1.542214,2.8
2017-12-25,1.617655,0.0
2017-12-26,1.8869,-7.8
2017-12-27,1.983683,-9.4
2017-12-28,2.001531,-10.0
2017-12-29,1.9405139999999999,-7.8
2017-12-30,1.909027,-7.8
2017-12-31,1.937984,-10.6
